CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50082813,WOK 88,Manhattan,1570,3 AVENUE,10128,2128288688,Chinese,43873,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,-1,B,43873,44084,Cycle Inspection / Re-inspection,40.78027238,-73.95293291,108,5,14802,1048085,1015170034,MN40
50075336,DAVID'S BRISKET HOUSE,Brooklyn,533,NOSTRAND AVENUE,11216,7187891155,American,43866,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,24,B,43866,44084,Cycle Inspection / Re-inspection,40.67921145,-73.9496119,303,36,24700,3053943,3018670010,BK61
50053242,Da Ge Xiao Chi,Brooklyn,4903,7 AVENUE,11220,7184382800,Chinese,43868,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,23,B,43868,44084,Cycle Inspection / Re-inspection,40.64290074,-74.00541585,307,38,10800,3013086,3007860008,BK34
41299914,CHUNG MOO ROLL RICE & DONGA,Queens,39-04,UNION STREET,11354,7183086582,Korean,43843,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,25,B,43843,44084,Cycle Inspection / Re-inspection,40.76097101,-73.82682102,407,20,87100,4112500,4049800044,QN22
41385888,AU BON PAIN,Manhattan,462,1 AVENUE,10016,2124815426,American,43846,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,17,B,43846,44084,Cycle Inspection / Re-inspection,40.73948979,-73.97662346,106,4,6200,1086515,1009620100,MN20
40369213,WHITESTONE LANES,Queens,3005,WHITESTONE EXPRESSWAY,11354,7183536300,American,43879,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,23,B,43879,44084,Cycle Inspection / Re-inspection,40.77070865,-73.83372018,407,20,86900,4100748,4043700015,QN22
50063953,MUMBAI MASALA,Manhattan,1768,AMSTERDAM AVENUE,10031,2123680100,Indian,43888,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,-1,B,43888,44084,Cycle Inspection / Re-inspection,40.82683966,-73.94643916,109,7,23300,1061986,1020790032,MN04
50060258,HOLE IN THE WALL,Manhattan,15,CLIFF STREET,10038,2126029991,American,43833,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,25,B,43833,44084,Cycle Inspection / Re-inspection,40.70813583,-74.00545003,101,1,1502,1085931,1000767501,MN25
50091239,RICE & MORE,Queens,3711,MAIN ST,11354,9292827609,Chinese,43894,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,24,B,43894,44084,Cycle Inspection / Re-inspection,40.76132033,-73.83099665,407,20,87100,4112473,4049780004,QN22
41250498,NO. 1 CHINESE RESTAURANT,Bronx,7,WEST TREMONT AVENUE,10453,7182945294,Chinese,43874,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,18,B,43874,44084,Cycle Inspection / Re-inspection,40.85194742,-73.90962452,205,14,24300,2008390,2028630001,BX36
50075731,BROOKLYN BARISTA,Brooklyn,880,WYCKOFF AVENUE,11237,3478895755,American,43832,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,17,B,43832,44084,Cycle Inspection / Re-inspection,40.69730866,-73.90714103,304,37,43900,3078127,3033930049,BK77
50000963,NEW WING CHEUNG (New C Ave. D),Brooklyn,4621,AVENUE D,11203,7186293032,Chinese,43859,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,-1,B,43859,44084,Cycle Inspection / Re-inspection,40.64191234,-73.93294965,317,45,84000,3112290,3049630041,BK91
50085130,RAMEN DANBO,Brooklyn,52,7 AVENUE,11217,7187830150,Japanese,43892,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,20,B,43892,44084,Cycle Inspection / Re-inspection,40.67608786,-73.9743601,306,39,15900,3019492,3009480045,BK37
40815044,IRON CHEF HOUSE,Brooklyn,92,CLARK STREET,11201,7188588517,Japanese,43885,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,-1,B,43885,44084,Cycle Inspection / Re-inspection,40.69732132,-73.99253854,302,33,502,3001897,3002370041,BK09
50050375,RAHI,Manhattan,60,GREENWICH AVENUE,10011,2123738900,Indian,43873,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,26,B,43873,44084,Cycle Inspection / Re-inspection,40.7360173,-74.00076859,102,3,7100,1010525,1006060025,MN23
50099249,TAKE YOUR HAND,Brooklyn,5701,8 AVENUE,11220,9176220032,Chinese,43892,Violations were cited in the following area(s).,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Y,-1,B,43892,44084,Pre-permit (Operational) / Re-inspection,40.63710087,-74.00786545,312,38,10400,3140168,3056930010,BK34
41508258,BELLA MAMA ROSE,Staten Island,264,MORNINGSTAR ROAD,10303,7189810545,Italian,43845,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,16,B,43845,44084,Cycle Inspection / Re-inspection,40.63166304,-74.14675456,501,49,23900,5026619,5011540017,SI12
41718215,YAKITORI TOTTO,Manhattan,251,WEST   55 STREET,10019,2122454555,Japanese,43866,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,25,B,43866,44084,Cycle Inspection / Re-inspection,40.76499795,-73.98282727,105,3,13700,1024872,1010270006,MN17
50001029,EL VIEJO GRAN CAFE,Bronx,498,EAST  138 STREET,10454,7189933932,Spanish,43896,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,18,B,43896,44084,Cycle Inspection / Re-inspection,40.80771513,-73.91963314,201,8,2500,2000033,2022650005,BX39
40823209,COMIC STRIP LIVE,Manhattan,1568,2 AVENUE,10028,2128619386,American,43897,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,19,B,43897,44084,Cycle Inspection / Re-inspection,40.77488756,-73.95390436,108,5,13800,1049839,1015440004,MN32
41360469,SKY GARDEN AT SPA CASTLE,Queens,44146,131 STREET,11356,7189393507,Korean,43833,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,19,B,43833,44084,Cycle Inspection / Re-inspection,40.78749256,-73.83735071,407,19,94500,4097283,4040110024,QN49
50071949,STAR PARK,Brooklyn,6201,20 AVENUE,11204,7182320525,Chinese,43887,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,-1,B,43887,44084,Cycle Inspection / Re-inspection,40.61814732,-73.98414751,311,47,25400,3132898,3055350010,BK28
50051998,HUA XIA RESTAURANT,Manhattan,49,DIVISION STREET,10002,2129651926,Chinese,43892,Violations were cited in the following area(s).,09B,Thawing procedures improper.,N,22,B,43892,44084,Cycle Inspection / Re-inspection,40.71416338,-73.99533946,103,1,800,1003510,1002810040,MN27
41639772,AM THAI BISTRO,Brooklyn,1003,CHURCH AVENUE,11218,7182878888,Thai,43906,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,26,B,43906,44084,Cycle Inspection / Re-inspection,40.64666282,-73.97016248,314,40,50600,3116332,3050710044,BK42
41112819,SONG,Brooklyn,295,5 AVENUE,11215,7189651108,Thai,43902,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,24,B,43902,44084,Cycle Inspection / Re-inspection,40.67352305,-73.98265985,306,39,13500,3339178,3009700002,BK37
50014229,AINSWORTH MIDTOWN,Manhattan,45,EAST   33 STREET,10016,2122011228,American,43882,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,26,B,43882,44084,Cycle Inspection / Re-inspection,40.74688804,-73.98294383,105,2,7400,1080794,1008637501,MN17
50092940,HARLEM WINE ROOM,Manhattan,3454,BROADWAY,10031,9172616944,Spanish,43894,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Y,26,B,43894,44084,Pre-permit (Operational) / Re-inspection,40.82372975,-73.95240344,109,7,22500,1061776,1020720064,MN04
40387237,FLATS FIX / TACO Y TEQUILA BAR,Manhattan,14,EAST   23 STREET,10010,2123532400,Mexican,43893,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,27,B,43893,44084,Cycle Inspection / Re-inspection,40.74111376,-73.9885857,105,2,5600,1016302,1008510062,MN13
40372445,OMONIA CAFE,Queens,32-20,BROADWAY,11106,7182746650,Greek,43838,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,-1,B,43838,44084,Cycle Inspection / Re-inspection,40.76147748,-73.92436023,401,22,5900,4008332,4006120040,QN70
41296528,EVOLVE,Manhattan,221,EAST   58 STREET,10022,2123553395,American,43882,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,23,B,43882,44084,Cycle Inspection / Re-inspection,40.76062189,-73.96631016,106,4,10800,1038625,1013320012,MN19
41296528,EVOLVE,Manhattan,221,EAST   58 STREET,10022,2123553395,American,43882,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,23,B,43882,44084,Cycle Inspection / Re-inspection,40.76062189,-73.96631016,106,4,10800,1038625,1013320012,MN19
50072911,JUANITO RESTAURANT,Bronx,494,EAST  138 STREET,10454,3479189980,Spanish,43839,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",N,21,B,43839,44084,Cycle Inspection / Re-inspection,40.80776461,-73.91974867,201,8,2500,2000031,2022650003,BX39
50000593,HK BOXERS NYC,Manhattan,742,9 AVENUE,10019,2129511518,American,43901,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,17,B,43901,44084,Cycle Inspection / Re-inspection,40.76356867,-73.98887063,104,3,13300,1025169,1010410001,MN15
50076098,NAMASTE,Manhattan,1448,1 AVENUE,10021,2128611448,Indian,43866,Violations were cited in the following area(s).,10J,"""""Wash hands” sign not posted at hand wash facility.",N,20,B,43866,44084,Cycle Inspection / Re-inspection,40.76994995,-73.95441683,108,5,13200,1045919,1014700003,MN31
41718215,YAKITORI TOTTO,Manhattan,251,WEST   55 STREET,10019,2122454555,Japanese,43866,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,25,B,43866,44084,Cycle Inspection / Re-inspection,40.76499795,-73.98282727,105,3,13700,1024872,1010270006,MN17
50055957,LAO JIE HOT POT,Brooklyn,811,53 STREET,11220,7184310026,Chinese,43890,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,-1,B,43890,44084,Cycle Inspection / Re-inspection,40.63917883,-74.00502641,312,38,10600,3138502,3056580074,BK34
41706342,ROCKAWAY CAFE,Queens,0,JFK BUILDING 250,11430,7182900840,American,43872,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,18,B,43872,44084,Cycle Inspection / Re-inspection,40.65305472,-73.76787539,483,28,71600,4542328,4142600001,QN98
41163307,TAQUERIA SAN PEDRO,Manhattan,3662,BROADWAY,10031,2124912644,Mexican,43885,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,17,B,43885,44084,Cycle Inspection / Re-inspection,40.83040284,-73.9475348,109,7,23700,1062176,1020830001,MN04
40372445,OMONIA CAFE,Queens,32-20,BROADWAY,11106,7182746650,Greek,43838,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,-1,B,43838,44084,Cycle Inspection / Re-inspection,40.76147748,-73.92436023,401,22,5900,4008332,4006120040,QN70
50004065,RINCONCITO FAMILIAR MEXICAN CUISINE,Brooklyn,4118,5 AVENUE,11232,3479873681,Mexican,43858,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,14,B,43858,44084,Cycle Inspection / Re-inspection,40.64998503,-74.00524705,307,38,8200,3010753,3007190048,BK32
50050178,ICOOK,Queens,8117,BROADWAY,11373,9295220886,Chinese,43858,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Y,-1,B,43858,44084,Cycle Inspection / Re-inspection,40.74317129,-73.88340309,404,25,26902,4037310,4015090033,QN29
41718215,YAKITORI TOTTO,Manhattan,251,WEST   55 STREET,10019,2122454555,Japanese,43866,Violations were cited in the following area(s).,10J,"""""Wash hands” sign not posted at hand wash facility.",N,25,B,43866,44084,Cycle Inspection / Re-inspection,40.76499795,-73.98282727,105,3,13700,1024872,1010270006,MN17
41708903,F&M CAFE & RESTAURANT,Brooklyn,383,VAN BRUNT STREET,11231,7188552623,American,43900,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,21,B,43900,44084,Cycle Inspection / Re-inspection,40.67617219,-74.01426564,306,38,5300,3336662,3005980010,BK33
50068366,EL AMBIENTE,Brooklyn,2896,FULTON STREET,11207,3476272542,Spanish,43875,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,-1,B,43875,44084,Cycle Inspection / Re-inspection,40.67892333,-73.88780618,305,37,117000,3087887,3039510021,BK82
41384201,SANDRO'S,Manhattan,306,EAST   81 STREET,10028,2122887374,Italian,43869,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,23,B,43869,44084,Cycle Inspection / Re-inspection,40.7744483,-73.9536411,108,5,13800,1049833,1015430148,MN32
50086044,CAFE COSINA,Bronx,1350,JEROME AVENUE,10452,7182933837,American,43892,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,25,B,43892,44084,Cycle Inspection / Re-inspection,40.83914709,-73.9184566,204,16,22101,2092055,2028410001,BX63
50099515,POMODORO,Manhattan,518,9 AVENUE,10018,2122397019,Italian,43889,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,14,B,43889,44084,Pre-permit (Operational) / Re-inspection,40.75633662,-73.99413814,104,3,11500,1013657,1007620072,MN15
50086044,CAFE COSINA,Bronx,1350,JEROME AVENUE,10452,7182933837,American,43892,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,25,B,43892,44084,Cycle Inspection / Re-inspection,40.83914709,-73.9184566,204,16,22101,2092055,2028410001,BX63
50101211,HAI WEI XUAN BBQ,Brooklyn,773,51 STREET,11220,9293970099,Chinese,43892,Violations were cited in the following area(s).,03B,"Shellfish not from approved source, improperly tagged/labeled; tags not retained for 90 days.",Y,27,B,43892,44084,Pre-permit (Operational) / Re-inspection,40.64089159,-74.00484637,307,38,10800,3397579,3007947501,BK34
50058932,COCOA GRINDER,Brooklyn,8511,3 AVENUE,11209,3475174561,American,43881,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,24,B,43881,44084,Cycle Inspection / Re-inspection,40.62412516,-74.03077482,310,43,6200,3153101,3060340007,BK31
50046451,RUBY'S RESTAURANT,Bronx,600,VAN NEST AVENUE,10460,6469199059,Spanish,43869,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,20,B,43869,44084,Cycle Inspection / Re-inspection,40.84254197,-73.86788227,211,15,24000,2093040,2040270001,BX37
50065695,MR. Q'S,Bronx,2115,WILLIAMSBRIDGE ROAD,10461,7188232424,Chinese,43906,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,-1,B,43906,44084,Cycle Inspection / Re-inspection,40.85580067,-73.85554695,211,13,24800,2049704,2043320021,BX49
50005081,NEW WOKS KITCHEN,Queens,6006,KISSENA BLVD,11355,7184612383,Chinese,43902,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,-1,B,43902,44084,Cycle Inspection / Re-inspection,40.73980709,-73.81513016,407,20,83700,4141523,4064410025,QN62
50099192,NEW NEW GARDEN RESTAURANT,Queens,4317,BEACH CHANNEL DR,11691,7183376015,Chinese,43859,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,-1,B,43859,44084,Pre-permit (Operational) / Re-inspection,40.59570007,-73.77502512,414,31,97204,4301817,4158340030,QN12
50049519,DESIRED TASTE INTERNATIONAL FOOD,Queens,3520,FARRINGTON ST,11354,7188889622,Chinese,43895,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,20,B,43895,44084,Cycle Inspection / Re-inspection,40.76410173,-73.83164658,407,20,86900,4458328,4049580036,QN22
50085350,HONEST RESTAURANT/KWALITY ICE CREAM,Queens,25803,HILLSIDE AVE,11004,5167849844,Indian,43895,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,23,B,43895,44084,Cycle Inspection / Re-inspection,40.73697917,-73.70997966,413,23,157902,4179348,4087700008,QN44
50072947,LOS PANCHOS,Manhattan,353,WEST   14 STREET,10014,6463097225,Mexican,43892,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",N,24,B,43892,44084,Cycle Inspection / Re-inspection,40.74041708,-74.00409582,104,3,8300,1078483,1007380008,MN13
50091598,NO. 1 CHINESE RESTAURANT,Manhattan,825,WEST  181 STREET,10033,2127403188,Chinese,43894,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,-1,B,43894,44084,Pre-permit (Operational) / Re-inspection,40.85125616,-73.93951897,112,10,27300,1064342,1021797502,MN35
50077398,FOODY'S DUMPLING,Manhattan,578,9 AVENUE,10036,9176393564,Chinese,43859,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,14,B,43859,44084,Cycle Inspection / Re-inspection,40.75828807,-73.99271938,104,3,11500,1024929,1010320061,MN15
50095381,MAPO B.B.Q,Queens,14924,41ST AVE,11355,7188868292,Korean,43892,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,27,B,43892,44084,Pre-permit (Operational) / Re-inspection,40.76225923,-73.8151037,407,20,116700,4114864,4050540032,QN51
50085026,ACE THAI KITCHEN,Brooklyn,330,MYRTLE AVENUE,11205,3479874100,Thai,43888,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,26,B,43888,44084,Cycle Inspection / Re-inspection,40.69324245,-73.97326083,302,35,18300,3058289,3020720026,BK68
40815044,IRON CHEF HOUSE,Brooklyn,92,CLARK STREET,11201,7188588517,Japanese,43885,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Y,-1,B,43885,44084,Cycle Inspection / Re-inspection,40.69732132,-73.99253854,302,33,502,3001897,3002370041,BK09
41644987,AMARONE RESTAURANT,Manhattan,686,9 AVENUE,10036,2122456060,Italian,43865,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,20,B,43865,44084,Cycle Inspection / Re-inspection,40.76182312,-73.99014158,104,3,12700,1025123,1010380102,MN15
50099192,NEW NEW GARDEN RESTAURANT,Queens,4317,BEACH CHANNEL DR,11691,7183376015,Chinese,43859,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,-1,B,43859,44084,Pre-permit (Operational) / Re-inspection,40.59570007,-73.77502512,414,31,97204,4301817,4158340030,QN12
50092306,SHANGHAI DUMPLING,Queens,24911,NORTHERN BLVD,11362,7182298788,Chinese,43873,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,27,B,43873,44084,Pre-permit (Operational) / Re-inspection,40.76798026,-73.73803958,411,19,147900,4169276,4081260093,QN45
50074305,NORTHERN WANGMANDOO DUMPLING,Queens,14944,NORTHERN BLVD,11354,7184618878,Chinese,43832,Violations were cited in the following area(s).,09B,Thawing procedures improper.,N,15,B,43832,44084,Cycle Inspection / Re-inspection,40.76529065,-73.81584613,407,20,115700,4578063,4050180012,QN51
41692813,GOLDEN YEARS,Brooklyn,221,NORTH    4 STREET,11211,7183025100,American,43855,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,18,B,43855,44084,Cycle Inspection / Re-inspection,40.71441055,-73.9566626,301,34,51900,3062355,3023460034,BK73
41689402,KARE THAI,Manhattan,752,10 AVENUE,10019,2127657800,Thai,43857,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,18,B,43857,44084,Cycle Inspection / Re-inspection,40.76545452,-73.99120961,104,3,13300,1026710,1010610001,MN15
50058038,OPEN RICE CHINESE SEAFOOD RESTAURANT,Brooklyn,4418,8 AVENUE,11220,7186336366,Chinese,43886,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,24,B,43886,44084,Cycle Inspection / Re-inspection,40.64431992,-74.00038557,307,38,9400,3337173,3007410047,BK34
50092940,HARLEM WINE ROOM,Manhattan,3454,BROADWAY,10031,9172616944,Spanish,43894,Violations were cited in the following area(s).,09B,Thawing procedures improper.,N,26,B,43894,44084,Pre-permit (Operational) / Re-inspection,40.82372975,-73.95240344,109,7,22500,1061776,1020720064,MN04
41706342,ROCKAWAY CAFE,Queens,0,JFK BUILDING 250,11430,7182900840,American,43872,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,18,B,43872,44084,Cycle Inspection / Re-inspection,40.65305472,-73.76787539,483,28,71600,4542328,4142600001,QN98
40369213,WHITESTONE LANES,Queens,3005,WHITESTONE EXPRESSWAY,11354,7183536300,American,43879,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,23,B,43879,44084,Cycle Inspection / Re-inspection,40.77070865,-73.83372018,407,20,86900,4100748,4043700015,QN22
50100933,GEO SI GI,Queens,15228,NORTHERN BLVD,11354,7188880001,Korean,43888,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,18,B,43888,44084,Pre-permit (Operational) / Re-inspection,40.7648894,-73.81214339,407,20,115500,4119195,4052660012,QN51
50079972,GRAND SEOUL,Manhattan,85,CHRYSTIE STREET,10002,2122265555,Korean,43899,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,26,B,43899,44084,Cycle Inspection / Re-inspection,40.71747077,-73.99417764,103,1,1600,1003941,1003040030,MN27
50074496,CAFE BISTRO,Manhattan,312,WEST   34 STREET,10001,9172612450,American,43864,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,27,B,43864,44084,Cycle Inspection / Re-inspection,40.75245828,-73.99413848,104,3,10300,1013552,1007570022,MN13
41615635,PERISTA RESTAURANT,Bronx,101,WEST KINGSBRIDGE ROAD,10468,7185484178,American,43881,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,24,B,43881,44084,Cycle Inspection / Re-inspection,40.86837614,-73.90143079,208,14,26701,2015260,2032480049,BX28
50009924,TOASTIES,Manhattan,924,3 AVENUE,10022,7183097452,American,43880,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,22,B,43880,44084,Cycle Inspection / Re-inspection,40.75933239,-73.96820951,106,4,10000,1036522,1013100038,MN19
50053242,Da Ge Xiao Chi,Brooklyn,4903,7 AVENUE,11220,7184382800,Chinese,43868,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,23,B,43868,44084,Cycle Inspection / Re-inspection,40.64290074,-74.00541585,307,38,10800,3013086,3007860008,BK34
50008732,MI ESPIGUITA,Queens,3244,31ST ST,11106,7185950464,Mexican,43894,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,19,B,43894,44084,Cycle Inspection / Re-inspection,40.76155797,-73.92572103,401,22,5900,4436982,4005870054,QN70
41393791,HOTEL CHANTELLE,Manhattan,92,LUDLOW STREET,10002,2122549100,American,43876,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,24,B,43876,44084,Cycle Inspection / Re-inspection,40.71838716,-73.98920649,103,1,1800,1005299,1004090041,MN27
